,,sgd_fold_0,sgd_fold_1,sgd_fold_2,sgd_fold_3,sgd_fold_4
MRPL37,cnv_del,0.011238190597937852,0.0009151945390673833,0.021538167403373654,0.004080473880255317,0.0224296014188607
MRPL37,cnv_amp,0.044314539128117204,0.05688326521773032,0.031232492431157114,0.03478197941121314,0.03574065271063163
DNM3,mut_important,0.048014287623186054,0.06564008629657936,0.015283950387805742,0.04343849506334606,0.07391596822594897
DNM3,cnv_del,0.021993790091124763,0.015974343086650737,0.016978453523100547,0.0027638362375145592,0.01941506773341253
DNM3,cnv_amp,0.011191270153084073,4.0882651728392166e-05,0.01648351369600801,0.009689142771583444,0.03189669259130089
ZNF182,mut_important,0.0007594578055747912,0.030585389699986802,0.0023688679140610198,0.008081181100517943,0.010635988155707495
ZNF182,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF182,cnv_amp,0.0,0.0,0.0,0.0,0.0
PACRGL,mut_important,0.022659306315428063,0.016190563580492666,0.01600189577001984,0.02031358890529629,0.0
PACRGL,cnv_del,0.03191766915814732,0.030806279909780764,0.0034610392274403417,0.0015204646704465503,0.027517066950611173
PACRGL,cnv_amp,0.005658369502767094,0.0038749285440361804,0.0005787587771846738,0.030609850840038873,0.001515721524635708
GPT2,mut_important,0.0,0.0,0.0,0.0,0.0
GPT2,cnv_del,0.0,0.0,0.0,0.0,0.0
GPT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
FBXL7,mut_important,0.033871296957495065,0.01704884181502522,0.030317591124174,0.01304931140350886,0.06257793772639603
FBXL7,cnv_del,0.014052514463610595,0.027917644555638423,0.004328554026770931,0.00459582974888992,0.0032952623542377357
FBXL7,cnv_amp,0.05949783757492943,0.00865419649069704,0.0038707237086916726,0.03190848356888017,0.008812637777108162
SERPINA9,mut_important,0.0,0.005184633101883269,0.01502834699369985,0.01255177424638357,0.014341797783873579
SERPINA9,cnv_del,0.0,0.0,0.0,0.0,0.0
SERPINA9,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR12D3,mut_important,0.013451567329019833,0.01598778263196511,0.0,0.023341032687923053,0.01302353869890218
OR12D3,cnv_del,0.014007531194028986,5.504582050097366e-06,0.006642588453540196,0.00230202957341427,0.003556194023663465
OR12D3,cnv_amp,0.027869182577547117,0.04074687708729526,0.06858533868346613,0.03206694119002086,0.05845448919700404
DOT1L,mut_important,0.04073483017943746,0.019767173657561813,0.007811082439267902,0.029875572085356947,0.04946694810578791
DOT1L,cnv_del,0.0,0.0,0.0,0.0,0.0
DOT1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
SENP6,mut_important,0.01999875887441172,0.01433263535082689,0.015283950387805742,0.018158833752245203,0.0003163218366804558
SENP6,cnv_del,0.09595553076616888,0.12675079038733497,0.02573596020583455,0.14683201367444237,0.15296300391877957
SENP6,cnv_amp,0.02807011164724252,0.01826137509778809,0.018054835483201914,0.00036658694492995065,0.01540810384221622
TPD52,mut_important,0.0,0.0,0.0,0.0,0.0
TPD52,cnv_del,0.01409186274103826,8.055788551717941e-05,0.0015716913635671142,0.00014740502041091227,0.008723297536976229
TPD52,cnv_amp,0.07275330211480024,0.02250202140929112,0.022600525473411705,0.04119822437829389,0.0040505822583880805
MTSS1L,mut_important,7.352761921007333e-05,9.944186202118997e-06,2.5631254714803746e-05,0.0,1.6392278333947914e-06
MTSS1L,cnv_del,0.0,0.0,0.0,0.0,0.0
MTSS1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC25A33,mut_important,0.0,0.0,0.0,0.0,0.0
SLC25A33,cnv_del,0.0033229512672116562,5.6927184398486144e-05,0.0008551559892231391,0.027489719366290948,0.021067661912082185
SLC25A33,cnv_amp,0.006043810470285298,0.0,0.01178769719761423,0.013067735035396162,0.008336918878469919
TPR,mut_important,0.0392151888056414,0.016182760341095108,0.012136974906198668,0.029648848565201943,0.005051578605811868
TPR,cnv_del,0.0010947750124236377,0.013639617117254256,0.0010533372670053862,0.0019336986472563062,0.01620754753748119
TPR,cnv_amp,0.05264598913757209,0.023472616437440443,0.018475071958205937,0.039743556993253305,0.050758112692909044
GYG1,mut_important,0.0,0.0,0.0,0.0,0.0
GYG1,cnv_del,0.031201107516273887,0.031612356338884165,0.011063617643678235,0.009118601621567777,0.014717595110002438
GYG1,cnv_amp,0.031095421206158238,0.08894599418306388,0.04691862667493277,0.08470990488876905,0.04350918799042979
LIPA,mut_important,0.0,0.0,0.0,0.0,0.0
LIPA,cnv_del,0.029759384714049743,0.030542121949734016,0.012452585924723822,0.046952641581873955,0.002978952508531035
LIPA,cnv_amp,0.023279678651352435,0.0482884673791658,0.05252532248005578,0.0019401206962752536,0.03619053965668584
FKBP15,mut_important,0.03972980519415162,0.0011211754823572204,0.003608023543358079,0.0261144126869905,0.02444225549779652
FKBP15,cnv_del,0.0,0.0020171263993039954,0.015067793463679651,0.010636265518881504,0.015975932491186548
FKBP15,cnv_amp,0.023086640874050785,0.02518855787447229,0.03348042754434831,0.007007754010562026,0.02040769255484373
ICMT,mut_important,0.01865866664182073,0.016916713968413738,0.015067687435283719,0.018830326605215695,0.0
ICMT,cnv_del,0.014546889015170985,0.027328398960433636,0.014090966141131915,0.0018063939065424718,0.030141785388263096
ICMT,cnv_amp,0.0011938473388942528,0.004727199811283957,0.008296648581974961,0.018162986307753967,0.008336918878469919
RBMXL1,mut_important,0.01999875887441172,0.01433263535082689,0.015283950387805742,0.018158833752245203,0.0003163218366804558
RBMXL1,cnv_del,0.024071553391370164,0.01433511212022325,0.020765776831550623,0.027219792445093097,0.025594025147817008
RBMXL1,cnv_amp,0.042287608738294236,0.04656295345532762,0.03285092373308455,0.022371099290900177,0.01620583780251344
HAO2,mut_important,0.0,0.0,0.0,0.0,0.0
HAO2,cnv_del,0.01255841101313194,0.013987831557207552,0.00021286664731823399,0.0035978581265116933,0.03205785638319561
HAO2,cnv_amp,0.05632702975094191,0.018499213581346187,0.003788563864612844,0.01835526114206613,0.0008274730942552236
ANGEL2,mut_important,0.013325570054506332,0.03775692860152347,0.006630772969025691,0.017253348737450522,0.059864335224529545
ANGEL2,cnv_del,0.020818119717534642,0.02965502054629136,0.054375312635383935,0.02781668786181555,0.07745706689892014
ANGEL2,cnv_amp,0.004173424936263355,0.027764564727630923,0.0571105221383198,0.030952461942350337,0.002043328317661587
AMN1,mut_important,0.0,0.0,0.0,0.0,0.0
AMN1,cnv_del,0.0,0.0,0.0,0.0,0.0
AMN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC9B2,mut_important,0.0,0.0,0.0,0.0,0.0
SLC9B2,cnv_del,0.015010154526838864,0.0037630203580395634,0.0004217337756625994,0.015408648138980836,0.002883600933602435
SLC9B2,cnv_amp,0.07786352905957857,0.07290088272477672,0.042080345083150186,0.06628338891711771,0.0190594522326234
FEZ1,mut_important,0.033273934515704706,0.017942753769553628,0.0319631780462807,0.021467904921143668,0.0
FEZ1,cnv_del,0.0,0.0,0.0,0.0,0.0
FEZ1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF443,mut_important,0.0342004358213042,0.0219740634810766,0.03055037292757501,0.04086678123328489,0.0
ZNF443,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF443,cnv_amp,0.0,0.0,0.0,0.0,0.0
BST1,mut_important,0.0,0.0,0.0,0.0,0.0
BST1,cnv_del,0.015809571566953635,0.01960544904467621,0.016089189419529422,0.0032837379588101273,0.006512976886046368
BST1,cnv_amp,0.0448065919702231,0.011924409400679917,0.02378623405536495,0.03589899020444606,0.0384841081852398
CALHM3,mut_important,0.0,0.0,0.0,0.0,0.0
CALHM3,cnv_del,0.004005625459980947,0.002009198015547112,0.03237935960804372,0.030800658543135222,0.02501957746608323
CALHM3,cnv_amp,0.013130894867308094,0.012489626343172194,0.008352480691341145,0.012074175155034573,0.014049858779357228
IRAK1,mut_important,0.1306826751386246,0.02060827532332901,0.10459376423722509,0.07479020111488573,0.07096891745433916
IRAK1,cnv_del,0.0,0.0,0.0,0.0,0.0
IRAK1,cnv_amp,0.0,0.0,0.0,0.0,0.0
NEU4,mut_important,0.026778721037897607,0.00014385231615191257,0.011436523890471456,0.02568034543759384,0.01844178206051091
NEU4,cnv_del,0.07397063762277065,0.051789346987115806,0.037418530346765205,0.03282159662476536,0.05110574688591979
NEU4,cnv_amp,0.053285349312552764,0.013969314233207575,0.04741282511226395,0.0486358154636115,0.06925896569410543
ARL11,mut_important,0.0028479613180133483,0.016353185918783198,0.028629946977680044,0.0,0.03143691477609972
ARL11,cnv_del,0.0,0.0,0.0,0.0,0.0
ARL11,cnv_amp,0.0,0.0,0.0,0.0,0.0
KCMF1,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
KCMF1,cnv_del,0.01965689233942891,0.0004756062934699917,0.0030315169294215507,0.009116446534956826,0.023340283752449443
KCMF1,cnv_amp,0.09374517631148643,0.047787829306629205,0.0856816682169056,0.04255284858285358,0.05799911924300668
HNRNPC,mut_important,0.0,0.0,0.0,0.0,0.0
HNRNPC,cnv_del,0.0,0.0,0.0,0.0,0.0
HNRNPC,cnv_amp,0.0,0.0,0.0,0.0,0.0
INTS3,mut_important,0.06040736635757688,0.02713449884188166,0.05019480335752603,0.06356975496648166,0.08946672020564006
INTS3,cnv_del,0.006704203933617945,0.013842142062280103,0.020717865282912928,0.016194462237684164,0.0
INTS3,cnv_amp,0.02857600595238521,0.007009891645743439,0.0031120915757200784,0.011380429326865917,0.008759463256381207
TUBGCP3,mut_important,0.05456983127509857,0.032274500211377045,0.04243939043673483,0.05144903705603199,0.021599275007632895
TUBGCP3,cnv_del,0.0,0.0,0.0,0.0,0.0
TUBGCP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPDYE5,mut_important,0.0,0.0,0.0,0.0,0.0
SPDYE5,cnv_del,0.014047039921427093,0.014293586859820392,0.0,0.014062641449754516,0.015564983364084387
SPDYE5,cnv_amp,0.026189004050514733,0.004278125154925733,0.0015731821286198784,0.02281446628874147,0.002651904782610954
AICDA,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
AICDA,cnv_del,0.0,0.0,0.0,0.0,0.0
AICDA,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC36A4,mut_important,0.0,5.260592782927811e-07,1.0564410740203255e-06,8.029156756843308e-07,1.4892049687589037e-05
SLC36A4,cnv_del,0.02120275742507013,0.02931622319550445,0.0,0.029893699504393266,0.024124753088675406
SLC36A4,cnv_amp,0.012352112413178204,0.03097761368004114,0.012496014431379264,0.000861888154646948,0.0027389308596321546
RPL15,mut_important,0.0,0.0,0.0,0.0,0.0
RPL15,cnv_del,0.002750736154954241,0.001335626810507589,0.0036703527581160916,0.012804038844516292,0.01755370783295611
RPL15,cnv_amp,0.011217942968617048,0.054854377272986796,0.043142504036305415,0.049630529022197785,0.06212057392873657
BCCIP,mut_important,0.06660346638715729,0.08281427518764241,0.08493472898967408,0.016466697035763915,0.10553798922888222
BCCIP,cnv_del,0.013761724193092666,0.014012169266467945,0.02003758922289746,0.010599560169717808,0.017508195638749773
BCCIP,cnv_amp,0.01633389672946405,0.020624279167629614,0.03410806105772279,0.009287748944004156,0.028424289210584278
SNX4,mut_important,0.02136216283747875,0.015542521210843617,0.01570568416346834,0.0205372167294178,0.0006539170216273898
SNX4,cnv_del,0.0,0.0,0.0,0.0,0.0
SNX4,cnv_amp,0.02459875230081855,0.0036531513155195006,0.00044734143823625677,0.003359911135424036,0.01343609278380512
MARK3,mut_important,0.04542463915051224,0.009039312196110823,0.03462788577886356,0.02988926628511638,0.05004372111702299
MARK3,cnv_del,0.0,0.0,0.0,0.0,0.0
MARK3,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF512B,mut_important,0.0892353930428046,0.012898813408409189,0.0347896078935224,0.017751030640182453,0.0017082847967195862
ZNF512B,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF512B,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLCXD1,mut_important,0.009461683311314016,0.00979398054931494,0.003227069018687738,0.005609377730962561,0.0
PLCXD1,cnv_del,0.0,0.0,0.0,0.0,0.0
PLCXD1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GRAMD1C,mut_important,0.0,0.0,0.0,0.0,0.0
GRAMD1C,cnv_del,0.08054074692255159,0.09410719600063432,0.0394358156418197,0.034375516768996965,0.0679886546943552
GRAMD1C,cnv_amp,0.08181256357766432,0.05377517051016626,0.020711173141460378,0.01833836820902461,0.015133541782232295
GLB1L2,mut_important,0.04218958204909335,0.035769640345392685,0.005211225419275745,0.0009070338603014396,0.029602723999565605
GLB1L2,cnv_del,0.0,0.0,0.0,0.0,0.0
GLB1L2,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPL31,mut_important,0.00023166362318744103,0.0010789584596818391,0.0005706732901432365,0.0014340896887071655,0.0
RPL31,cnv_del,0.014047039921427093,0.013793026837120803,0.014806702791349782,0.01185548195692498,0.01275440726816279
RPL31,cnv_amp,0.01578969665109734,0.032711120660665005,0.032554089047761366,1.2887771554004887e-06,0.0411570362063013
DLG1,mut_important,0.02136216283747875,0.012687944802249492,0.00047724759645595866,0.017500939431568385,0.002810576095921597
DLG1,cnv_del,0.012596194553625206,0.010608909933113577,0.03507911227619838,0.042243325427446486,0.02128623703258534
DLG1,cnv_amp,0.02281641622827811,0.03572215148193275,0.041756211863183554,0.005214474857763269,0.0318419427675734
TCP1,mut_important,0.029296743874390484,0.002542725908494405,0.0003876870767471305,0.005096227477430403,0.022841332407346118
TCP1,cnv_del,0.006282512031267256,0.003969374569631567,0.0333114775878883,0.018187032087876875,0.03625968768661962
TCP1,cnv_amp,6.079777442646221e-05,0.02403142709451324,0.022240975151468726,0.019934371410176486,0.033069231027113226
AKR7L,mut_important,0.0,0.0,0.0,0.0,0.0
AKR7L,cnv_del,0.053198486611343354,0.046992258298857524,0.015227214763803681,0.05663735191102631,0.024703956217744488
AKR7L,cnv_amp,0.02807895818042196,0.030719695034016677,0.060849884732136046,0.012017748078119103,0.062076351006851674
ARPC4,mut_important,0.028086612044090114,0.0,3.404669891546887e-05,0.00366718194545523,0.02332539170276185
ARPC4,cnv_del,0.10060422296735402,0.07818402378164309,0.08591927031638567,0.08372739985720544,0.117845439675057
ARPC4,cnv_amp,0.02492841109200017,0.022719345300956175,0.05643366880242898,0.06402358002308134,0.0627031111147088
PPTC7,mut_important,0.028160139844877575,0.0021288790644272016,2.5631254714803746e-05,0.02807636160566984,2.2350790506871958e-05
PPTC7,cnv_del,0.0,0.0,0.0,0.0,0.0
PPTC7,cnv_amp,0.0,0.0,0.0,0.0,0.0
CCNY,mut_important,0.0,0.0,0.0,0.0,0.0
CCNY,cnv_del,0.0,0.014109634889080054,0.01414029892190303,0.0021648300516775624,0.0040573077708084635
CCNY,cnv_amp,0.04861100971103344,0.043266873166398497,0.031620982863941514,0.03500610880806796,0.019135431083310273
PIGH,mut_important,0.028086612044090114,0.0,3.404669891546887e-05,0.00366718194545523,0.02332539170276185
PIGH,cnv_del,0.0,0.0,0.0,0.0,0.0
PIGH,cnv_amp,0.0,0.0,0.0,0.0,0.0
KLHL11,mut_important,0.06579089032442272,0.08311218787780267,0.11320417774461432,0.010263882964721117,0.06314392887109789
KLHL11,cnv_del,0.0,0.0,0.0,0.0,0.0
KLHL11,cnv_amp,0.0,0.0,0.0,0.0,0.0
PDXDC1,mut_important,0.0013634039630670322,0.0010660335438648144,0.0,0.0015492651721527213,0.0003163218366804558
PDXDC1,cnv_del,0.0,0.0,0.0,0.0,0.0
PDXDC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MITF,mut_important,0.013361840757134822,0.01386353219297572,0.012757344283240333,0.0001791247720357449,0.02909524194408549
MITF,cnv_del,0.07724763310655529,0.05319104784602667,0.06342027970401748,0.03192708626914483,0.04242909996969883
MITF,cnv_amp,0.08557457988572102,0.10081099670196347,0.09150128610584193,0.07719292393263624,0.03399629851359724
SEC16A,mut_important,0.07401829130013171,0.08026831638370899,0.1517525764124471,0.1056721415033795,0.17564000492980353
SEC16A,cnv_del,0.0049306703882880994,0.003598945358559189,0.013821789887223686,0.01011871159213276,0.010969634184400811
SEC16A,cnv_amp,0.018463917393160435,0.037589347564461834,0.014562539982505559,0.047920866326425476,0.06180624637051158
MARVELD1,mut_important,0.0,0.0,0.0,0.0,0.0
MARVELD1,cnv_del,0.017024579275255504,0.02561394733225412,0.008763280826984498,0.00286009560093907,0.027721934469872322
MARVELD1,cnv_amp,0.018774895695683583,0.019379071590221345,0.015899884240244164,0.016592381889336434,0.029898825354481115
MMD,mut_important,0.0,0.028086613696941196,0.014806702791349782,0.0022071594928295365,0.002810576095921597
MMD,cnv_del,0.0,0.0,0.0,0.0,0.0
MMD,cnv_amp,0.0,0.0,0.0,0.0,0.0
AP3B2,mut_important,0.06523529985920626,0.04194931924252985,0.03552682812982905,0.022863999238096348,0.07071611197943069
AP3B2,cnv_del,0.0,0.0,0.0,0.0,0.0
AP3B2,cnv_amp,0.0,0.0,0.0,0.0,0.0
HAL,mut_important,0.059937514890494266,0.06411214635589221,0.0990499163620988,0.10133915900267107,0.07988289986080722
HAL,cnv_del,0.0,0.0,0.0,0.0,0.0
HAL,cnv_amp,0.0,0.0,0.0,0.0,0.0
SMPDL3A,mut_important,0.07564307236914929,0.027513197393125095,0.09194623636092637,0.11413654780660411,0.08806553282758998
SMPDL3A,cnv_del,0.01414441049865061,0.05608356272314006,0.0075701327525425546,0.016672873676848665,0.02536248139916794
SMPDL3A,cnv_amp,0.048636519785804605,0.05388860668469172,0.0031498012199802916,0.03993193769259732,0.01958453247474082
TMEM64,mut_important,0.00044521619355597454,0.0007251114628205632,0.0004454831688618843,0.0,0.00015472301428480254
TMEM64,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM64,cnv_amp,0.07267320787408707,0.045308526722260635,0.015030928858333204,0.014124419597388154,0.012794359059416288
CTNNB1,mut_important,0.020582672989354737,0.0009640162181464897,0.09060201066854168,0.06740939449627308,0.012006230419300818
CTNNB1,cnv_del,0.0,0.0,0.0,0.0,0.0
CTNNB1,cnv_amp,0.02723944695311381,0.037837704605486036,0.015168124219927217,0.0005914133850567063,0.022352172756699734
CASP2,mut_important,0.10337104580572733,0.12415535363695401,0.08954277495596787,0.13855875942793847,0.01710418752693201
CASP2,cnv_del,0.03457868186405812,0.018194273709823607,0.0386620727716929,0.0017988098754575972,9.32092438341475e-05
CASP2,cnv_amp,0.018105160234335768,0.022011836171613817,0.02528599094417035,0.031219208204637444,0.019334366184322323
MEGF11,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
MEGF11,cnv_del,0.0,0.0,0.0,0.0,0.0
MEGF11,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZFAND2A,mut_important,0.0,0.0,0.0,0.0,0.0
ZFAND2A,cnv_del,0.06728793667418188,0.07908170419028865,0.09365763488827661,0.06984721158278917,0.09370593854210409
ZFAND2A,cnv_amp,0.033821834850533486,0.06877782999226198,0.03115809257865344,0.039955623319215136,0.034951264807567786
ATM,mut_important,0.040931755901344756,0.10737350495589548,0.13349210468100586,0.031338058791124675,0.04210439370087114
ATM,cnv_del,0.029354331322785192,0.0890657410289598,0.039592737014805146,0.029332018758249374,0.040526201503054735
ATM,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC41A2,mut_important,0.009447824002531696,0.010487128633769036,0.0,0.0282578857690408,0.0058239962490401415
SLC41A2,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC41A2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLBD2,mut_important,0.0010309377055847419,0.0279857362831767,0.0012903312532988713,0.0013759538729297366,0.0006539170216273898
PLBD2,cnv_del,0.0,0.0,0.0,0.0,0.0
PLBD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
LIFR,mut_important,0.05338355379256267,0.0418736424520112,0.00918455217516571,0.0343894287965213,0.044680428503172796
LIFR,cnv_del,0.09693980390007192,0.02487239383957064,0.030149103874383704,0.052669028349784854,0.09845943269166418
LIFR,cnv_amp,0.10143561429610351,0.06252828025491954,0.0673308968566261,0.06139947025493805,0.06291398861429799
SLC30A9,mut_important,0.0013634039630670322,0.0010660335438648144,0.0,0.0015492651721527213,0.0003163218366804558
SLC30A9,cnv_del,0.016276801090352715,0.017894235244300324,0.013766375321014894,0.008880568642671812,0.015511696753658929
SLC30A9,cnv_amp,0.025555295424883766,0.01826137509778809,0.009863538472145645,0.049637797632989845,0.015557731380802471
TMEM170A,mut_important,0.0017608523422632074,0.01958589057547618,0.014702585940632357,0.00028965520216575906,0.0
TMEM170A,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM170A,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM199,mut_important,0.008205470965303826,0.005137792518416626,0.015258319133090937,0.02242517306560239,0.02963656910544278
TMEM199,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM199,cnv_amp,0.0,0.0,0.0,0.0,0.0
ENO3,mut_important,0.00986700568120062,0.012689558735163156,0.012809757511838958,0.019708098924397923,0.031129790947351303
ENO3,cnv_del,0.0,0.0,0.0,0.0,0.0
ENO3,cnv_amp,0.0,0.0,0.0,0.0,0.0
AK3,mut_important,0.0,0.007021775121973782,0.007393663843875894,0.0067168683505086195,0.008517949218742948
AK3,cnv_del,0.05863929171427982,0.03942619923452781,0.04962631551984621,0.0027388790737501107,0.04837766553574246
AK3,cnv_amp,0.006524916146790583,0.008275093554982998,0.013827745841592062,0.027320811096488554,0.01481581906536895
RWDD2A,mut_important,0.015155094383628245,0.00945466562660506,0.013030555548505168,0.007274306989340066,0.0
RWDD2A,cnv_del,0.043028256751477166,0.02293525137485627,0.03769205394687919,0.03712959499063266,0.06296494281623839
RWDD2A,cnv_amp,4.729217630233408e-05,0.009824916847042295,0.015902043239149576,0.020981335298102165,0.012978283070630904
PDE6D,mut_important,0.029339852361143982,0.02956876158933233,0.026293912554743226,0.02895137030319336,0.0
PDE6D,cnv_del,0.03545264631510923,0.004689071913243576,0.0162518322490837,0.01555897269397746,0.03048988121354712
PDE6D,cnv_amp,0.03434006308148524,0.028410888681046548,0.0028625359193196883,0.0007292551976179532,0.002616436289958911
FHL1,mut_important,0.059473788588040775,0.01704543592076464,0.017598527370850506,0.006746283361385962,0.0347407274961254
FHL1,cnv_del,0.0,0.0,0.0,0.0,0.0
FHL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
LHFPL2,mut_important,0.0013634039630670322,0.0010660335438648144,0.0,0.0015492651721527213,0.0003163218366804558
LHFPL2,cnv_del,0.09138534573898507,0.12305602075101954,0.08641503392698831,0.0385275259325939,0.13383189209236118
LHFPL2,cnv_amp,5.193918193360608e-05,0.03707454684489572,0.012122781522138555,0.028086612124237992,0.01296173219625415
TMEM165,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
TMEM165,cnv_del,0.011860385253085295,0.019754263828996522,0.01377609501682615,0.0006809872200137748,0.005357735732279229
TMEM165,cnv_amp,0.058555791901193865,0.06522939464283199,0.03707303485628732,0.021010317899577118,0.020294659197428372
TCP11,mut_important,0.0,0.0,0.0,0.0,0.0
TCP11,cnv_del,0.013072258878730316,0.008710223253207873,0.009242107380118207,0.0001135350839188128,0.00017695554420913323
TCP11,cnv_amp,0.0,0.0,0.0,0.0,0.0
MACROD2,mut_important,0.047604159537470374,0.06075391493762667,0.05973681597877763,0.049946231800170056,0.008707586869091481
MACROD2,cnv_del,0.0,0.0,0.0,0.0,0.0
MACROD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PDK1,mut_important,0.020634810823126664,0.020957258255863573,0.031919220204587255,0.038134071983992254,0.018906115874298624
PDK1,cnv_del,0.010634848189026524,0.030176870891739326,0.010656714722208966,0.023609262684833043,0.008124721086937221
PDK1,cnv_amp,0.028761997598243598,0.04237249543502216,0.031186110853937892,0.036129135822606455,0.011029932221217457
CSF3R,mut_important,0.03690015219756637,0.001477056287205088,0.02446930522401744,0.03454368578540314,0.048857557309269516
CSF3R,cnv_del,0.0017306122334299048,0.003821083479578294,0.024251107301880768,0.028334034837027948,0.01724046513383008
CSF3R,cnv_amp,0.0313901484470988,0.032678671169436666,1.1025578313898082e-06,0.051772676879717976,0.03178527648201526
IQGAP2,mut_important,0.019767407130049104,0.04563173002701418,0.03166861264530207,0.019708098924397923,0.05545705097292532
IQGAP2,cnv_del,0.03358365286588703,0.02673723597475533,0.004081418564370236,0.026266497270002295,0.04838791839779899
IQGAP2,cnv_amp,0.0561744288169607,0.055340458054870006,0.03037504467550771,1.288857348772025e-06,0.0026246551324718773
FBLN1,mut_important,0.0,0.043828236967964805,0.057031255845466006,0.05735585619571591,0.05725919329000536
FBLN1,cnv_del,0.0,0.0,0.0,0.0,0.0
FBLN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM185A,mut_important,0.0,0.0,0.0,0.0,0.0
FAM185A,cnv_del,0.0005127914347369325,0.0,0.028083997537169454,0.0018063939065424718,0.031129226536329553
FAM185A,cnv_amp,0.03362775104040337,0.01533370295848982,0.020611435963639964,0.0012894540989367,0.0023278983746019277
CD58,mut_important,0.0,0.0,0.0,0.0,0.0
CD58,cnv_del,0.010870729352441032,0.017241915567582932,0.0019845166493955685,0.009926796010687175,0.018530701638013843
CD58,cnv_amp,0.0025283447160139487,0.010419754345782906,0.04144046203715075,0.028926447329890942,0.04815738300856288
CELF2,mut_important,0.03221386334575,0.01917709629922579,0.030604064020164676,0.04036218731845237,0.051138177592541884
CELF2,cnv_del,0.013962594549771576,0.01262599393560305,0.01969712582184345,0.026567122418234883,0.0
CELF2,cnv_amp,0.026775028863872896,0.041290581794360445,0.0032027119395685298,0.015904085202228014,0.024766515201254106
SLC28A1,mut_important,0.005115285967168087,0.019379870885789227,0.03012501754179358,0.002477537724284164,0.0064296838607253645
SLC28A1,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC28A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KCNIP4,mut_important,0.028086612044090114,0.0,3.404669891546887e-05,0.00366718194545523,0.02332539170276185
KCNIP4,cnv_del,0.04944423522997639,0.010859723116079236,0.0026730792947426327,0.023099153963178687,0.004481297278632472
KCNIP4,cnv_amp,0.0336841837723865,0.003838055945215678,0.0005999107683388166,0.030611139617194274,0.001510628851763412
TCTA,mut_important,0.0,0.057718217039069014,0.05029737868217945,0.0691005481800975,0.0412083575337783
TCTA,cnv_del,0.0044111698378660105,0.006954441449928418,0.014116796587472044,0.0056022381568454705,0.00022317768025671564
TCTA,cnv_amp,0.0008111040293267358,9.435652062009191e-05,0.013065092504410273,0.028086612044044626,0.013112660217494987
HAUS8,mut_important,0.028086612044090114,0.0,3.404669891546887e-05,0.00366718194545523,0.02332539170276185
HAUS8,cnv_del,0.0,0.0,0.0,0.0,0.0
HAUS8,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSME4,mut_important,0.009054779497362183,0.0039871583421695585,0.01980509446433929,0.007710898093822564,0.0034392270940700573
PSME4,cnv_del,0.03035317908090466,0.028482246800394483,0.01562870942296296,0.005874341438284767,0.02868366728233954
PSME4,cnv_amp,0.006357539503136181,0.019476595385216355,0.006865816854891525,0.006920781968356523,0.008898661889285025
LONRF1,mut_important,0.024697422915218398,0.017419086105889908,0.027038351725461544,0.0,0.023519028000377206
LONRF1,cnv_del,0.019490234800671708,0.026022112382934885,0.00105796569160895,0.0004694534473091403,0.001688921876154447
LONRF1,cnv_amp,0.04633229957844579,0.03048252931078841,0.0030166878182269837,0.024124576108256787,0.026114334228042418
CAPRIN1,mut_important,0.021288635218268674,0.015388724708489588,0.015258319133090937,0.019708098924397923,1.6392278333947914e-06
