,,decision_tree_fold_0,decision_tree_fold_1,decision_tree_fold_2,decision_tree_fold_3,decision_tree_fold_4
DNPEP,cnv_amp,0.0,0.0,0.0,0.0,0.0
NARFL,mut_important,0.0,0.0,0.0,0.0,0.0
NARFL,cnv_del,0.0,0.0,0.0,0.0,0.0
NARFL,cnv_amp,0.0,0.0,0.0,0.0,0.0
TUBA4A,mut_important,0.0,0.0,0.0,0.0,0.0
TUBA4A,cnv_del,0.0,0.0,0.0,0.0,0.0
TUBA4A,cnv_amp,0.0,0.0,0.0,0.0,0.0
ADSL,mut_important,0.0,0.0,0.0,0.0,0.0
ADSL,cnv_del,0.0,0.0,0.0,0.0,0.0
ADSL,cnv_amp,0.0,0.0,0.0,0.0,0.0
CTBP1,mut_important,0.0,0.0,0.0,0.0,0.0
CTBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
CTBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM117,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM117,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM117,cnv_amp,0.0,0.0,0.0,0.0,0.0
VGF,mut_important,0.0,0.0,0.0,0.0,0.0
VGF,cnv_del,0.0,0.0,0.0,0.0,0.0
VGF,cnv_amp,0.0,0.0,0.0,0.0,0.0
DPP4,mut_important,0.0,0.0,0.0,0.0,0.0
DPP4,cnv_del,0.0,0.0,0.0,0.0,0.0
DPP4,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSEN54,mut_important,0.0,0.0,0.0,0.0,0.0
TSEN54,cnv_del,0.0,0.0,0.0,0.0,0.0
TSEN54,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR10G7,mut_important,0.0,0.0,0.0,0.0,0.0
OR10G7,cnv_del,0.0,0.0,0.0,0.0,0.0
OR10G7,cnv_amp,0.0,0.0,0.0,0.0,0.0
CYB5R3,mut_important,0.0,0.0,0.0,0.0,0.0
CYB5R3,cnv_del,0.0,0.0,0.0,0.0,0.0
CYB5R3,cnv_amp,0.0,0.0,0.0,0.0,0.0
DLAT,mut_important,0.0,0.0,0.0,0.0,0.0
DLAT,cnv_del,0.0,0.0,0.0,0.0,0.0
DLAT,cnv_amp,0.0,0.0,0.0,0.0,0.0
ACBD4,mut_important,0.0,0.0,0.0,0.0,0.0
ACBD4,cnv_del,0.0,0.0,0.0,0.0,0.0
ACBD4,cnv_amp,0.0,0.0,0.0,0.0,0.0
MAGEB16,mut_important,0.0,0.0,0.0,0.0,0.0
MAGEB16,cnv_del,0.0,0.0,0.0,0.0,0.0
MAGEB16,cnv_amp,0.0,0.0,0.0,0.0,0.0
SRP19,mut_important,0.0,0.0,0.0,0.0,0.0
SRP19,cnv_del,0.0,0.0,0.0,0.0,0.0
SRP19,cnv_amp,0.0,0.0,0.0,0.0,0.0
CAPSL,mut_important,0.0,0.0,0.0,0.0,0.0
CAPSL,cnv_del,0.0,0.0,0.0,0.0,0.0
CAPSL,cnv_amp,0.0,0.0,0.0,0.0,0.0
MGAT4C,mut_important,0.0,0.0,0.0,0.0,0.0
MGAT4C,cnv_del,0.0,0.0,0.0,0.0,0.0
MGAT4C,cnv_amp,0.0,0.0,0.0,0.0,0.0
CASC4,mut_important,0.0,0.0,0.0,0.0,0.0
CASC4,cnv_del,0.0,0.0,0.0,0.0,0.0
CASC4,cnv_amp,0.0,0.0,0.0,0.0,0.0
RHOD,mut_important,0.0,0.0,0.0,0.0,0.0
RHOD,cnv_del,0.0,0.0,0.0,0.0,0.0
RHOD,cnv_amp,0.0,0.0,0.0,0.0,0.0
NPEPL1,mut_important,0.0,0.0,0.0,0.0,0.0
NPEPL1,cnv_del,0.0,0.0,0.0,0.0,0.0
NPEPL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRIM66,mut_important,0.0,0.0,0.0,0.0,0.0
TRIM66,cnv_del,0.0,0.0,0.0,0.0,0.0
TRIM66,cnv_amp,0.0,0.0,0.0,0.0,0.0
CUZD1,mut_important,0.0,0.0,0.0,0.0,0.0
CUZD1,cnv_del,0.0,0.0,0.0,0.0,0.0
CUZD1,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPL10L,mut_important,0.0,0.0,0.0,0.0,0.0
RPL10L,cnv_del,0.0,0.0,0.0,0.0,0.0
RPL10L,cnv_amp,0.0,0.0,0.0,0.0,0.0
MRPL36,mut_important,0.0,0.0,0.0,0.0,0.0
MRPL36,cnv_del,0.0,0.0,0.0,0.0,0.0
MRPL36,cnv_amp,0.0,0.0,0.0,0.0,0.0
TXK,mut_important,0.0,0.0,0.0,0.0,0.0
TXK,cnv_del,0.0,0.0,0.0,0.0,0.0
TXK,cnv_amp,0.0,0.0,0.0,0.0,0.0
LYSMD3,mut_important,0.0,0.0,0.0,0.0,0.0
LYSMD3,cnv_del,0.0,0.0,0.0,0.0,0.0
LYSMD3,cnv_amp,0.0,0.0,0.0,0.0,0.0
RBPMS,mut_important,0.0,0.0,0.0,0.0,0.0
RBPMS,cnv_del,0.0,0.0,0.0,0.0,0.0
RBPMS,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNRD1,mut_important,0.0,0.0,0.0,0.0,0.0
ZNRD1,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNRD1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SNRNP70,mut_important,0.0,0.0,0.0,0.0,0.0
SNRNP70,cnv_del,0.0,0.0,0.0,0.0,0.0
SNRNP70,cnv_amp,0.0,0.0,0.0,0.0,0.0
SP1,mut_important,0.0,0.0,0.0,0.0,0.0
SP1,cnv_del,0.0,0.0,0.0,0.0,0.0
SP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GJA4,mut_important,0.0,0.0,0.0,0.0,0.0
GJA4,cnv_del,0.0,0.0,0.0,0.0,0.0
GJA4,cnv_amp,0.0,0.0,0.0,0.0,0.0
EYS,mut_important,0.0,0.0,0.0,0.0,0.0
EYS,cnv_del,0.0,0.0,0.0,0.0,0.0
EYS,cnv_amp,0.0,0.0,0.0,0.0,0.0
PPP1R13L,mut_important,0.0,0.0,0.0,0.0,0.0
PPP1R13L,cnv_del,0.0,0.0,0.0,0.0,0.0
PPP1R13L,cnv_amp,0.0,0.0,0.0,0.0,0.0
OAT,mut_important,0.0,0.0,0.0,0.0,0.0
OAT,cnv_del,0.0,0.0,0.0,0.0,0.0
OAT,cnv_amp,0.0,0.0,0.0,0.0,0.0
CACNG1,mut_important,0.0,0.0,0.0,0.0,0.0
CACNG1,cnv_del,0.0,0.0,0.0,0.0,0.0
CACNG1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MED23,mut_important,0.0,0.0,0.0,0.0,0.0
MED23,cnv_del,0.0,0.0,0.0,0.0,0.0
MED23,cnv_amp,0.0,0.0,0.0,0.0,0.0
WTAP,mut_important,0.0,0.0,0.0,0.0,0.0
WTAP,cnv_del,0.0,0.0,0.0,0.0,0.0
WTAP,cnv_amp,0.0,0.0,0.0,0.0,0.0
CEBPZ,mut_important,0.0,0.0,0.0,0.0,0.0
CEBPZ,cnv_del,0.0,0.0,0.0,0.0,0.0
CEBPZ,cnv_amp,0.0,0.0,0.0,0.0,0.0
MUC21,mut_important,0.0,0.0,0.0,0.0,0.0
MUC21,cnv_del,0.0,0.0,0.0,0.0,0.0
MUC21,cnv_amp,0.0,0.0,0.0,0.0,0.0
ABHD14B,mut_important,0.0,0.0,0.0,0.0,0.0
ABHD14B,cnv_del,0.0,0.0,0.0,0.0,0.0
ABHD14B,cnv_amp,0.0,0.0,0.0,0.0,0.0
POU5F2,mut_important,0.0,0.0,0.0,0.0,0.0
POU5F2,cnv_del,0.0,0.0,0.0,0.0,0.0
POU5F2,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR6N1,mut_important,0.0,0.0,0.0,0.0,0.0
OR6N1,cnv_del,0.0,0.0,0.0,0.0,0.0
OR6N1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KPNA1,mut_important,0.0,0.0,0.0,0.0,0.0
KPNA1,cnv_del,0.0,0.0,0.0,0.0,0.0
KPNA1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SNX24,mut_important,0.0,0.0,0.0,0.0,0.0
SNX24,cnv_del,0.0,0.0,0.0,0.0,0.0
SNX24,cnv_amp,0.0,0.0,0.0,0.0,0.0
LRRC23,mut_important,0.0,0.0,0.0,0.0,0.0
LRRC23,cnv_del,0.0,0.0,0.0,0.0,0.0
LRRC23,cnv_amp,0.0,0.0,0.0,0.0,0.0
ABR,mut_important,0.0,0.0,0.0,0.0,0.0
ABR,cnv_del,0.0,0.0,0.0,0.0,0.0
ABR,cnv_amp,0.0,0.0,0.0,0.0,0.0
MYRIP,mut_important,0.0,0.0,0.0,0.0,0.0
MYRIP,cnv_del,0.0,0.0,0.0,0.0,0.0
MYRIP,cnv_amp,0.0,0.0,0.0,0.0,0.0
AMY1A,mut_important,0.0,0.0,0.0,0.0,0.0
AMY1A,cnv_del,0.0,0.0,0.0,0.0,0.0
AMY1A,cnv_amp,0.0,0.0,0.0,0.0,0.0
PHKG2,mut_important,0.0,0.0,0.0,0.0,0.0
PHKG2,cnv_del,0.0,0.0,0.0,0.0,0.0
PHKG2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TTC23,mut_important,0.0,0.0,0.0,0.0,0.0
TTC23,cnv_del,0.0,0.0,0.0,0.0,0.0
TTC23,cnv_amp,0.0,0.0,0.0,0.0,0.0
PGBD1,mut_important,0.0,0.0,0.0,0.0,0.0
PGBD1,cnv_del,0.0,0.0,0.0,0.0,0.0
PGBD1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDC42SE2,mut_important,0.0,0.0,0.0,0.0,0.0
CDC42SE2,cnv_del,0.0,0.0,0.0,0.0,0.0
CDC42SE2,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAB8A,mut_important,0.0,0.0,0.0,0.0,0.0
RAB8A,cnv_del,0.0,0.0,0.0,0.0,0.0
RAB8A,cnv_amp,0.0,0.0,0.0,0.0,0.0
ACTL6A,mut_important,0.0,0.0,0.0,0.0,0.0
ACTL6A,cnv_del,0.0,0.0,0.0,0.0,0.0
ACTL6A,cnv_amp,0.0,0.0,0.0,0.0,0.0
OTUD6A,mut_important,0.0,0.0,0.0,0.0,0.0
OTUD6A,cnv_del,0.0,0.0,0.0,0.0,0.0
OTUD6A,cnv_amp,0.0,0.0,0.0,0.0,0.0
PCYOX1L,mut_important,0.0,0.0,0.0,0.0,0.0
PCYOX1L,cnv_del,0.0,0.0,0.0,0.0,0.0
PCYOX1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM71D,mut_important,0.0,0.0,0.0,0.0,0.0
FAM71D,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM71D,cnv_amp,0.0,0.0,0.0,0.0,0.0
LSS,mut_important,0.0,0.0,0.0,0.0,0.0
LSS,cnv_del,0.0,0.0,0.0,0.0,0.0
LSS,cnv_amp,0.0,0.0,0.0,0.0,0.0
HMGB3,mut_important,0.0,0.0,0.0,0.0,0.0
HMGB3,cnv_del,0.0,0.0,0.0,0.0,0.0
HMGB3,cnv_amp,0.0,0.0,0.0,0.0,0.0
DOCK6,mut_important,0.0,0.0,0.0,0.0,0.0
DOCK6,cnv_del,0.0,0.0,0.0,0.0,0.0
DOCK6,cnv_amp,0.0,0.0,0.0,0.0,0.0
SF3A3,mut_important,0.0,0.0,0.0,0.0,0.0
SF3A3,cnv_del,0.0,0.0,0.0,0.0,0.0
SF3A3,cnv_amp,0.0,0.0,0.0,0.0,0.0
CEP41,mut_important,0.0,0.0,0.0,0.0,0.0
CEP41,cnv_del,0.0,0.0,0.0,0.0,0.0
CEP41,cnv_amp,0.0,0.0,0.0,0.0,0.0
ENO2,mut_important,0.0,0.0,0.0,0.0,0.0
ENO2,cnv_del,0.0,0.0,0.0,0.0,0.0
ENO2,cnv_amp,0.0,0.0,0.0,0.0,0.0
DEFB134,mut_important,0.0,0.0,0.0,0.0,0.0
DEFB134,cnv_del,0.0,0.0,0.0,0.0,0.0
DEFB134,cnv_amp,0.0,0.0,0.0,0.0,0.0
DISP2,mut_important,0.0,0.0,0.0,0.0,0.0
DISP2,cnv_del,0.0,0.0,0.0,0.0,0.0
DISP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR10K2,mut_important,0.0,0.0,0.0,0.0,0.0
OR10K2,cnv_del,0.0,0.0,0.0,0.0,0.0
OR10K2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM183A,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM183A,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM183A,cnv_amp,0.0,0.0,0.0,0.0,0.0
GDF9,mut_important,0.0,0.0,0.0,0.0,0.0
GDF9,cnv_del,0.0,0.0,0.0,0.0,0.0
GDF9,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC12A9,mut_important,0.0,0.0,0.0,0.0,0.0
SLC12A9,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC12A9,cnv_amp,0.0,0.0,0.0,0.0,0.0
CACNA1I,mut_important,0.0,0.0,0.0,0.0,0.03292654272429936
CACNA1I,cnv_del,0.0,0.0,0.0,0.0,0.0
CACNA1I,cnv_amp,0.0,0.0,0.0,0.0,0.0
DNAJC10,mut_important,0.0,0.0,0.0,0.0,0.0
DNAJC10,cnv_del,0.0,0.0,0.0,0.0,0.0
DNAJC10,cnv_amp,0.0,0.0,0.0,0.0,0.0
CARD6,mut_important,0.0,0.0,0.0,0.0,0.0
CARD6,cnv_del,0.0,0.0,0.0,0.0,0.0
CARD6,cnv_amp,0.0,0.0,0.0,0.0,0.0
BROX,mut_important,0.0,0.0,0.0,0.0,0.0
BROX,cnv_del,0.0,0.0,0.0,0.0,0.0
BROX,cnv_amp,0.0,0.0,0.0,0.0,0.0
ADAT2,mut_important,0.0,0.0,0.0,0.0,0.0
ADAT2,cnv_del,0.0,0.0,0.0,0.0,0.0
ADAT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CENPT,mut_important,0.0,0.0,0.0,0.0,0.0
CENPT,cnv_del,0.0,0.0,0.0,0.0,0.0
CENPT,cnv_amp,0.0,0.0,0.0,0.0,0.0
SEC22C,mut_important,0.0,0.0,0.0,0.0,0.0
SEC22C,cnv_del,0.0,0.0,0.0,0.0,0.0
SEC22C,cnv_amp,0.0,0.0,0.0,0.0,0.0
TLR6,mut_important,0.0,0.0,0.0,0.0,0.0
TLR6,cnv_del,0.0,0.0,0.0,0.0,0.0
TLR6,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLRG1,mut_important,0.0,0.0,0.0,0.0,0.0
PLRG1,cnv_del,0.0,0.0,0.0,0.0,0.0
PLRG1,cnv_amp,0.0,0.0,0.0,0.0,0.0
UBP1,mut_important,0.0,0.0,0.0,0.0,0.0
UBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
UBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KLK12,mut_important,0.0,0.0,0.0,0.0,0.0
KLK12,cnv_del,0.0,0.0,0.0,0.0,0.0
KLK12,cnv_amp,0.0,0.0,0.0,0.0,0.0
THG1L,mut_important,0.0,0.0,0.0,0.0,0.0
THG1L,cnv_del,0.0,0.0,0.0,0.0,0.0
THG1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF4E1B,mut_important,0.0,0.0,0.0,0.0,0.0
EIF4E1B,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF4E1B,cnv_amp,0.0,0.0,0.0,0.0,0.0
PAX5,mut_important,0.0,0.0,0.0,0.0,0.0
PAX5,cnv_del,0.0,0.0,0.0,0.0,0.0
PAX5,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLU7,mut_important,0.0,0.0,0.0,0.0,0.0
SLU7,cnv_del,0.0,0.0,0.0,0.0,0.0
SLU7,cnv_amp,0.0,0.0,0.0,0.0,0.0
GNL3,mut_important,0.0,0.0,0.0,0.0,0.0
GNL3,cnv_del,0.0,0.0,0.0,0.0,0.0
GNL3,cnv_amp,0.0,0.0,0.0,0.0,0.0
BNC2,mut_important,0.0,0.0,0.0,0.0,0.0
BNC2,cnv_del,0.0,0.0,0.0,0.0,0.0
BNC2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TBC1D5,mut_important,0.0,0.0,0.0,0.0,0.0
TBC1D5,cnv_del,0.0,0.0,0.0,0.0,0.0
TBC1D5,cnv_amp,0.0,0.0,0.0,0.0,0.0
ENTPD4,mut_important,0.0,0.0,0.0,0.0,0.0
ENTPD4,cnv_del,0.0,0.0,0.0,0.0,0.0
ENTPD4,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF2AK1,mut_important,0.0,0.0,0.0,0.0,0.0
EIF2AK1,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF2AK1,cnv_amp,0.0,0.0,0.0,0.0,0.0
DARS,mut_important,0.0,0.0,0.0,0.0,0.0
DARS,cnv_del,0.0,0.0,0.0,0.0,0.0
DARS,cnv_amp,0.0,0.0,0.0,0.0,0.0
GMPPB,mut_important,0.0,0.0,0.0,0.0,0.0
GMPPB,cnv_del,0.0,0.0,0.0,0.0,0.0
GMPPB,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR2G2,mut_important,0.0,0.0,0.0,0.0,0.0
OR2G2,cnv_del,0.0,0.0,0.0,0.0,0.0
OR2G2,cnv_amp,0.0,0.0,0.0,0.0,0.0
GPR139,mut_important,0.0,0.0,0.0,0.0,0.0
GPR139,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR139,cnv_amp,0.0,0.0,0.0,0.0,0.0
GRM3,mut_important,0.0,0.0,0.0,0.0,0.0
GRM3,cnv_del,0.0,0.0,0.0,0.0,0.0
GRM3,cnv_amp,0.0,0.0,0.0,0.0,0.0
PRICKLE1,mut_important,0.0,0.0,0.0,0.0,0.0
PRICKLE1,cnv_del,0.0,0.0,0.0,0.0,0.0
PRICKLE1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GDF2,mut_important,0.0,0.0,0.0,0.0,0.0
GDF2,cnv_del,0.0,0.0,0.0,0.0,0.0
GDF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
FRAS1,mut_important,0.0,0.0,0.0,0.0,0.0
FRAS1,cnv_del,0.0,0.0,0.0,0.0,0.0
FRAS1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KAT5,mut_important,0.0,0.0,0.0,0.0,0.0
KAT5,cnv_del,0.0,0.0,0.0,0.0,0.0
KAT5,cnv_amp,0.0,0.0,0.0,0.0,0.0
TBC1D23,mut_important,0.0,0.0,0.0,0.0,0.0
TBC1D23,cnv_del,0.0,0.0,0.0,0.0,0.0
TBC1D23,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPHAR,mut_important,0.0,0.0,0.0,0.0,0.0
SPHAR,cnv_del,0.0,0.0,0.0,0.0,0.0
SPHAR,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF2AK3,mut_important,0.0,0.0,0.0,0.0,0.0
EIF2AK3,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF2AK3,cnv_amp,0.0,0.0,0.0,0.0,0.0
SERPINA9,mut_important,0.0,0.0,0.0,0.0,0.0
SERPINA9,cnv_del,0.0,0.0,0.0,0.0,0.0
SERPINA9,cnv_amp,0.0,0.0,0.0,0.0,0.0
SHC3,mut_important,0.0,0.0,0.0,0.0,0.0
SHC3,cnv_del,0.0,0.0,0.0,0.0,0.0
SHC3,cnv_amp,0.0,0.0,0.0,0.0,0.0
RFT1,mut_important,0.0,0.0,0.0,0.0,0.0
RFT1,cnv_del,0.0,0.0,0.0,0.0,0.0
RFT1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ADK,mut_important,0.0,0.0,0.0,0.0,0.0
ADK,cnv_del,0.0,0.0,0.0,0.0,0.0
ADK,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP15,mut_important,0.0,0.0,0.0,0.0,0.0
USP15,cnv_del,0.0,0.0,0.0,0.0,0.0
USP15,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF44,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF44,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF44,cnv_amp,0.0,0.0,0.0,0.0,0.0
SGSM3,mut_important,0.0,0.0,0.0,0.0,0.0
SGSM3,cnv_del,0.0,0.0,0.0,0.0,0.0
SGSM3,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR5T2,mut_important,0.0,0.0,0.0,0.0,0.0
OR5T2,cnv_del,0.0,0.0,0.0,0.0,0.0
OR5T2,cnv_amp,0.0,0.0,0.0,0.0,0.0
GYPB,mut_important,0.0,0.0,0.0,0.0,0.0
GYPB,cnv_del,0.0,0.0,0.0,0.0,0.0
GYPB,cnv_amp,0.0,0.0,0.0,0.0,0.0
LMTK2,mut_important,0.0,0.0,0.0,0.0,0.0
LMTK2,cnv_del,0.0,0.0,0.0,0.0,0.0
LMTK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
LIMK1,mut_important,0.0,0.0,0.0,0.0,0.0
LIMK1,cnv_del,0.0,0.0,0.0,0.0,0.0
LIMK1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF425,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF425,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF425,cnv_amp,0.0,0.0,0.0,0.0,0.0
RASEF,mut_important,0.0,0.0,0.0,0.0,0.0
RASEF,cnv_del,0.0,0.0,0.0,0.0,0.0
RASEF,cnv_amp,0.0,0.0,0.0,0.0,0.0
MCU,mut_important,0.0,0.0,0.0,0.0,0.0
MCU,cnv_del,0.0,0.0,0.0,0.0,0.0
MCU,cnv_amp,0.0,0.0,0.0,0.0,0.0
GUCY2F,mut_important,0.0,0.0,0.0,0.0,0.0
GUCY2F,cnv_del,0.0,0.0,0.0,0.0,0.0
GUCY2F,cnv_amp,0.0,0.0,0.0,0.0,0.0
TIMMDC1,mut_important,0.0,0.0,0.0,0.0,0.0
TIMMDC1,cnv_del,0.0,0.0,0.0,0.0,0.0
TIMMDC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MAGEA4,mut_important,0.0,0.0,0.0,0.0,0.0
MAGEA4,cnv_del,0.0,0.0,0.0,0.0,0.0
MAGEA4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZBTB7B,mut_important,0.0,0.0,0.0,0.0,0.0
ZBTB7B,cnv_del,0.0,0.0,0.0,0.0,0.0
ZBTB7B,cnv_amp,0.0,0.0,0.0,0.0,0.0
PRM2,mut_important,0.0,0.0,0.0,0.0,0.0
PRM2,cnv_del,0.0,0.0,0.0,0.0,0.0
PRM2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SEC24B,mut_important,0.0,0.0,0.0,0.0,0.0
SEC24B,cnv_del,0.0,0.0,0.0,0.0,0.0
SEC24B,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZFHX3,mut_important,0.0,0.0,0.0,0.0,0.0
ZFHX3,cnv_del,0.0,0.0,0.0,0.0,0.0
ZFHX3,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLA2G2F,mut_important,0.0,0.0,0.0,0.0,0.0
PLA2G2F,cnv_del,0.0,0.0,0.0,0.0,0.0
PLA2G2F,cnv_amp,0.0,0.0,0.0,0.0,0.0
UBE2V2,mut_important,0.0,0.0,0.0,0.0,0.0
UBE2V2,cnv_del,0.0,0.0,0.0,0.0,0.0
UBE2V2,cnv_amp,0.0,0.0,0.0,0.0,0.0
EPB41L3,mut_important,0.0,0.0,0.0,0.0,0.0
EPB41L3,cnv_del,0.0,0.0,0.0,0.0,0.0
EPB41L3,cnv_amp,0.0,0.0,0.0,0.0,0.0
SESN2,mut_important,0.0,0.0,0.0,0.0,0.0
SESN2,cnv_del,0.0,0.0,0.0,0.0,0.0
SESN2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PRKAB2,mut_important,0.0,0.0,0.0,0.0,0.0
PRKAB2,cnv_del,0.0,0.0,0.0,0.0,0.0
PRKAB2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SH3KBP1,mut_important,0.0,0.0,0.0,0.0,0.0
SH3KBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
SH3KBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
DHRSX,mut_important,0.0,0.0,0.0,0.0,0.0
DHRSX,cnv_del,0.0,0.0,0.0,0.0,0.0
DHRSX,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF596,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF596,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF596,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDHR3,mut_important,0.0,0.0,0.0,0.0,0.0
CDHR3,cnv_del,0.0,0.0,0.0,0.0,0.0
CDHR3,cnv_amp,0.0,0.0,0.0,0.0,0.0
SEZ6L,mut_important,0.0,0.0,0.0,0.0,0.0
SEZ6L,cnv_del,0.0,0.0,0.0,0.0,0.0
SEZ6L,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR13C4,mut_important,0.0,0.0,0.0,0.0,0.0
OR13C4,cnv_del,0.0,0.0,0.0,0.0,0.0
OR13C4,cnv_amp,0.0,0.0,0.0,0.0,0.0
TEX2,mut_important,0.0,0.0,0.0,0.0,0.0
TEX2,cnv_del,0.0,0.0,0.0,0.0,0.0
TEX2,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM98C,mut_important,0.0,0.0,0.0,0.0,0.0
FAM98C,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM98C,cnv_amp,0.0,0.0,0.0,0.0,0.0
QKI,mut_important,0.0,0.0,0.0,0.0,0.0
QKI,cnv_del,0.0,0.0,0.0,0.0,0.0
QKI,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF574,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF574,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF574,cnv_amp,0.0,0.0,0.0,0.0,0.0
NBN,mut_important,0.0,0.0,0.0,0.0,0.0
NBN,cnv_del,0.0,0.0,0.0,0.0,0.0
NBN,cnv_amp,0.0,0.0,0.0,0.0,0.0
INTS9,mut_important,0.0,0.0,0.0,0.0,0.0
INTS9,cnv_del,0.0,0.0,0.0,0.0,0.0
INTS9,cnv_amp,0.0,0.0,0.0,0.0,0.0
DHPS,mut_important,0.0,0.0,0.0,0.0,0.0
DHPS,cnv_del,0.0,0.0,0.0,0.0,0.0
DHPS,cnv_amp,0.0,0.0,0.0,0.0,0.0
ATG2A,mut_important,0.0,0.0,0.0,0.0,0.0
ATG2A,cnv_del,0.0,0.0,0.0,0.0,0.0
ATG2A,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSD,mut_important,0.0,0.0,0.0,0.0,0.0
PSD,cnv_del,0.0,0.0,0.0,0.0,0.0
PSD,cnv_amp,0.0,0.0,0.0,0.0,0.0
NPAS3,mut_important,0.0,0.0,0.0,0.0,0.0
NPAS3,cnv_del,0.0,0.0,0.0,0.0,0.0
NPAS3,cnv_amp,0.0,0.0,0.0,0.0,0.0
IQGAP1,mut_important,0.0,0.0,0.0,0.0,0.0
IQGAP1,cnv_del,0.0,0.0,0.0,0.0,0.0
IQGAP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MYH4,mut_important,0.0,0.0,0.0,0.0,0.0
MYH4,cnv_del,0.0,0.0,0.0,0.0,0.0
MYH4,cnv_amp,0.0,0.0,0.0,0.0,0.0
GOPC,mut_important,0.0,0.0,0.0,0.0,0.0
GOPC,cnv_del,0.0,0.0,0.0,0.0,0.0
GOPC,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR1L8,mut_important,0.0,0.0,0.0,0.0,0.0
